index,category,raw_category_x,nyuId,nyu40id,eigen13id,nyuClass,nyu40class,eigen13class,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40index,mpcat40_x,raw_category_y,mpcat40_y
1539,vessel sink,vessel sink,24.0,34,7.0,sink,sink,Objects,sink,,,,,,40.0,misc,vessel sink,misc
1540,vinyl records,vinyl records,,40,,,otherprop,,,,,,,,,objects,,objects
1541,violin,violin,300.0,40,,guitar,otherprop,,,,,,,,,objects,,objects
1542,violin case,violin case,771.0,40,,guitar case,otherprop,,,,,,,,,objects,,objects
1543,waffle iron,waffle iron,288.0,40,,waffle maker,otherprop,,,,,,,,,appliances,,appliances
1544,wall,wall,21.0,1,12.0,wall,wall,Wall,,,,,n04546855,wall.n.01,1.0,wall,sauna wall,wall
1545,wall /outside,wall /outside,21.0,1,12.0,wall,wall,Wall,,,,,n04546855,wall.n.01,1.0,wall,wall /outside,wall
1546,wall beam,wall beam,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall beam,misc
1547,wall board,wall borader,408.0,38,7.0,board,otherstructure,Objects,,,,,,,40.0,misc,wall board,misc
1548,wall cabinet,wall cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,wall cabinet,cabinet
1549,wall clock,wall clock,56.0,40,7.0,clock,otherprop,Objects,,,clock,3046257.0,n04548280,wall_clock.n.01,39.0,objects,wall  clock,objects
1550,wall control,wall control,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall control,misc
1551,wall cubby,wall cubby,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall cubby,misc
1552,wall detail,wall detail,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall detail,misc
1553,wall electronics,wall electrics,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall device,misc
1554,wall hanger,wall hanger,211.0,40,,hanger,otherprop,,,,,,,,,objects,,objects
1555,wall hanging decoration,wall hanging decoration,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall hanging decoration,misc
1556,wall indent,wall indent,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall indent,misc
1557,wall lamp,wall lamp,144.0,35,7.0,lamp,lamp,Objects,lamp,,lamp,3636649.0,n03636649,lamp.n.02,28.0,lighting,unknown/ probably wall lamp,lighting
1558,wall outside,wall outside,21.0,1,12.0,wall,wall,Wall,,,,,,,,wall,,wall
1559,wall panel,wall panel,21.0,1,12.0,wall,wall,Wall,,,,,n04548503,wall_panel.n.01,1.0,wall,panel wall,wall
1560,wall panel frame,wall panel frame,21.0,1,12.0,wall,wall,Wall,,,,,,,,wall,,wall
1561,wall post,wall post,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall post,misc
1562,wall shelf,wall shelf,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1563,wall sign,wall sign,208.0,40,7.0,sign,otherprop,Objects,,,,,,,40.0,misc,wall sign,misc
1564,wall soap shelf,wall soap shelf,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall soap shelf,misc
1565,wall statue,wall statue,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall statue,misc
1566,wall toilet paper,wall toilet paper,15.0,26,7.0,paper,paper,Objects,,,,,,,40.0,misc,wall toilet paper,misc
1567,wall top,wall top,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall top,misc
1568,wall tv,television,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wall tv,misc
1569,wardrobe,wardrobe,772.0,39,6.0,wardrobe,otherfurniture,Furniture,wardrobe,,,,n04550184,wardrobe.n.01,36.0,furniture,wadrobe,furniture
1570,wash cabinet,wash cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,wash basin cabinet,cabinet
1571,washbasin,washbasin,24.0,34,7.0,sink,sink,Objects,sink,,,,n04553920,washbasin.n.01,15.0,sink,wash basin,sink
1572,washbasin counter,washbasin counter,7.0,12,6.0,counter,counter,Furniture,table,table,table,4379243.0,n03116530,counter.n.01,26.0,counter,washbasin counter,counter
1573,washcloth,washcloth,,40,7.0,,otherprop,Objects,,,,,n04554523,washcloth.n.01,39.0,objects,washcloth,objects
1574,washer-dryer,washer-dryer,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,washer dryer,misc
1575,washing machine,washing machine,278.0,39,6.0,washing machine,otherfurniture,Furniture,,,washing_machine,4554684.0,n04554684,washer.n.03,37.0,appliances,washing machine,appliances
1576,washing machine and dryer,washer and dryer,,40,7.0,,otherprop,Objects,,,,,,,37.0,appliances,washing machine and dryer,appliances
1577,washing powder,washing powder,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,unknown/ probably washing powder,misc
1578,washing stuff,washing stuff,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,washing stuff,misc
1579,watch,watch,384.0,40,7.0,watch,otherprop,Objects,,,,,n04555897,watch.n.01,39.0,objects,watch,objects
1580,water basin,water basin,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,water basin,misc
1581,water dispenser,water dispenser,507.0,40,7.0,water dispenser,otherprop,Objects,,,,,n03210683,dispenser.n.01,39.0,objects,water dispenser,objects
1582,water fountain,water fountain,339.0,38,7.0,water fountain,otherstructure,Objects,,,,,n03241335,drinking_fountain.n.01,40.0,misc,water fountain,misc
1583,water heater,water heater,588.0,40,7.0,water heater,otherprop,Objects,,,,,n04560113,water_heater.n.01,39.0,objects,water heater,objects
1584,water meter,water meter,,40,,,otherprop,,,,,,,,,objects,,objects
1585,water outlet,water outlet,,40,,,otherprop,,,,,,,,,objects,,objects
1586,water pump,water pump,,40,7.0,,otherprop,Objects,,,,,n04561965,water_pump.n.01,39.0,objects,water pump,objects
1587,water tank,water tank,263.0,40,7.0,vessel,otherprop,Objects,,,,,n03035715,cistern.n.02,39.0,objects,water tank,objects
1588,watering can,watering can,329.0,40,7.0,can,otherprop,Objects,,,can,2946921.0,n02946921,can.n.01,39.0,objects,watering can,objects
1589,weight,weights,,40,7.0,,otherprop,Objects,,,,,n04571292,weight.n.02,33.0,gym_equipment,weight,gym_equipment
1590,weight bench,weight bench,457.0,39,6.0,excercise equipment,otherfurniture,Furniture,,,,,n04285146,sports_equipment.n.01,33.0,gym_equipment,training bench,gym_equipment
1591,weights,weights,457.0,40,7.0,excercise equipment,otherprop,Objects,,,,,,,,gym_equipment,,gym_equipment
1592,wheel,wheel,,40,,,otherprop,,,,,,,,,objects,,objects
1593,wheelbarrow,wheelbarrow,305.0,40,7.0,cart,otherprop,Objects,,,,,n02797295,barrow.n.03,39.0,objects,wheelbarrow,objects
1594,whine shelf,whineshelf,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,whine shelf,misc
1595,whiteboard,whiteboard,45.0,30,7.0,whiteboard,white board,Objects,,,,,n03211616,display_panel.n.01,22.0,tv_monitor,whiteboard,tv_monitor
1596,wifi router,wifi repeater,303.0,40,,router,otherprop,,,,,,,,,objects,,objects
1597,window,window,59.0,9,13.0,window,window,Window,,,,,n04587648,window.n.01,9.0,window,windo,window
1598,window /otherroom,window /otherroom,59.0,9,13.0,window,window,Window,,,,,n04587648,window.n.01,9.0,window,window /otherroom,window
1599,window /outside,window /outside,59.0,9,13.0,window,window,Window,,,,,n04587648,window.n.01,9.0,window,window /outside,window
1600,window curtain,window curtain,89.0,16,13.0,curtain,curtain,Window,curtain,,,,n03151077,curtain.n.01,12.0,curtain,indow curtain,curtain
1601,window frame,window frame,59.0,9,13.0,window,window,Window,,,,,n04589593,window_frame.n.01,9.0,window,widnow frame,window
1602,window frame /otherroom,window frame / other room,477.0,38,7.0,window frame,otherstructure,Objects,,,,,n04589593,window_frame.n.01,9.0,window,window frame /otherroom,window
1603,window glass,window glass,612.0,38,7.0,glass,otherstructure,Objects,,,,,n03881893,pane.n.01,39.0,objects,window  glass,objects
1604,window seat,window seat,777.0,38,7.0,window seat,otherstructure,Objects,bench,,bench,2828884.0,n04590021,window_seat.n.01,34.0,seating,window seat,seating
1605,window shade,window shade,,40,7.0,,otherprop,Objects,,,,,n04590129,window_shade.n.01,32.0,blinds,windoow shade,blinds
1606,window shutter,window shutter,,40,7.0,,otherprop,Objects,,,,,n04211356,shutter.n.02,39.0,objects,window shutter,objects
1607,window shutters,window shuts,,40,7.0,,otherprop,Objects,,,,,n04211356,shutter.n.02,39.0,objects,window shutters,objects
1608,window valence,window valence,89.0,16,13.0,curtain,curtain,Window,curtain,,,,n03151077,curtain.n.01,12.0,curtain,window valence,curtain
1609,window/door,window / door,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,window/door,misc
1610,wine,wines,766.0,40,7.0,wine,otherprop,Objects,,,,,,,40.0,misc,wine,misc
1611,wine bottle,wine bottles,333.0,40,7.0,wine bottle,otherprop,Objects,bottle,,wine bottle,4591713.0,n04591713,wine_bottle.n.01,39.0,objects,wine bottle,objects
1612,wine cabinet,wine cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,wine cabinet,cabinet
1613,wine rack,whine rack,299.0,40,7.0,wine rack,otherprop,Objects,,,,,,,40.0,misc,wine rack,misc
1614,wine storage,wine storage,299.0,40,,wine rack,otherprop,,,,,,,,,shelving,,shelving
1615,wire,wire,92.0,40,,wire,otherprop,,,,,,,,,misc,,misc
1616,wood,wood,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,wood,misc
1617,workout bike,workout bike,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,workout bike,misc
1618,workstation,workstation,46.0,40,7.0,computer,otherprop,Objects,,,,,n04603399,workstation.n.01,39.0,objects,workstation,objects
1619,worktop,worktop,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,worktop,misc
1620,wreath,wreath,881.0,40,7.0,wreathe,otherprop,Objects,,,,,n04606014,wreath.n.01,39.0,objects,wreath,objects
1621,wrench,wrench,,40,,,otherprop,,,,,,,,,misc,,misc
1622,yoga mat,yoga mat,205.0,40,7.0,yoga mat,otherprop,Objects,,,,,,,40.0,misc,joga mat,misc
