Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00495-CQWES1bawee,20,33,lamp;plush toy;wardrobe;bin;heater;tv;cabinet;toy;pillow;bed;decoration;desk chair;desk lamp;stack of papers;desk clutter;box of tissues;book;cardboard box;drawer desk;desk;shelf;clutter;globe;door/window;door/window frame;curtain rod;curtain;pad
00495-CQWES1bawee,21,34,lamp;plush toy;pillow;bed;container;board;decoration;picture;heater;tv;pad;tv stand;cabinet;shoe;blanket;chest;clutter;wardrobe;desk chair;cup;desk lamp;desk clutter;frame;desk;curtain;curtain rod;door/window;door/window frame;bottle
00495-CQWES1bawee,22,29,lamp;picture;cross;flowerpot;flower;decoration;casket;pillow;bed;cabinet;clutter;book;door/window;door/window frame;curtain;curtain rod;chair;tv;device;dresser;cardboard box;heater;doll;storage bin
00495-CQWES1bawee,23,32,lamp;picture;chest;railing;door frame;printer;container;pillow;sofa chair;bin;desk;device;book;clutter;shelf;bag;cardboard box;stack of papers;desk clutter;heater;ladder;workout bike;clothes;wardrobe;rug
00495-CQWES1bawee,24,15,case;bag;cardboard box;carpet;clutter;chest;rug;container;clothes;cabinet;device
00495-CQWES1bawee,25,4,Only contains ignored tags : ceiling;wall;floor;unknown
00495-CQWES1bawee,26,5,clutter;rug
00506-QVAA6zecMHu,0,7,washer-dryer;pipe;basket
00506-QVAA6zecMHu,1,9,door frame;chair;table;plant
00506-QVAA6zecMHu,2,24,decoration;shelf;door frame;picture;lamp;table;tissue box;couch;pillow;ceiling fan;curtain;curtain rod;blanket;tv;plant;rug;blinds;frame;remote control
00506-QVAA6zecMHu,3,18,picture;chest of drawers;lamp;vase;mirror;plant;ceiling fan;curtain;curtain rod;bed;pillow;frame;door frame
00506-QVAA6zecMHu,4,18,door frame;picture;chest of drawers;mirror;vase;lamp;bed;pillow;rocking chair;curtain;ceiling fan;frame
00506-QVAA6zecMHu,5,18,cabinet;drawer;stove;refrigerator;basket;shelf;kitchen counter;bottle;decoration;clock;sink;fruit;range hood;kitchen utensil
00506-QVAA6zecMHu,6,15,picture;furniture;door frame;microwave;chair;table;tissue;kitchen utensil;plate;plate of food;decoration
00506-QVAA6zecMHu,7,6,door frame;mirror
00506-QVAA6zecMHu,8,22,toilet;bathtub;bathroom cabinet;countertop;sink;decoration;toilet paper;toilet paper dispenser;mirror;shower curtain;shower curtain rod;shower knob;shower tap;faucet;soapbox;soap;soap dispenser
00508-4vwGX7U38Ux,0,27,picture;wardrobe;bed;pillow;plush toy;stack of papers;blanket;nightstand;lamp;desk;paper;bag;chair;basket;book;binder;box;dresser;casket;door frame
00508-4vwGX7U38Ux,1,15,picture;stairs;stairs railing;table;dresser;mat;shoe;bag;vase
00508-4vwGX7U38Ux,2,15,lamp;picture;nightstand;paper;bed;window curtain;curtain rod;wardrobe;door frame
00508-4vwGX7U38Ux,3,20,liquid soap;tap;towel;bathtub;handrail;shower hose;toilet paper;toilet;toilet brush;trash can;cabinet;sink;door frame;lamp
00508-4vwGX7U38Ux,4,8,wardrobe;door frame;lamp;picture;vase
00508-4vwGX7U38Ux,5,22,mirror;liquid soap;shelf;shower;towel;shower soap shelf;tap;shower hose;trash can;toilet;toilet brush;stool;toilet paper;cloth;cabinet;sink
00508-4vwGX7U38Ux,6,45,picture;clock;lamp;cabinet;cup;wall hanging decoration;dresser;vase;tv;electrical controller;speaker;chair;stool;book;telephone;sculpture;small table/stand;stack of papers;couch;pillow;plush toy;blanket;box;calendar;paper;armchair;table;rug;kitchen cabinet;stove;bottle;paper towel;kettle;coffee machine;newspaper;tap;toaster;bread;cloth
00508-4vwGX7U38Ux,7,24,picture;wardrobe;binder;table;stack of papers;cabinet;box;bag;cloth;shoe;printer;couch;pillow;book;paper;balustrade;desk;chair
00525-iKFn6fzyRqs,0,22,picture;cabinet;lamp;bed;pillow;alarm clock;decorative plant;mirror;door frame;tv;vanity;box;decorative plate;candle;trashcan;pouffe;ceiling fan
00525-iKFn6fzyRqs,1,27,mirror;lamp;cabinet;tissue box;cosmetic;tap;liquid soap;bathroom utensil;sink;towel;basket;towel bar;bathtub;cosmetics;candle;shower tub;shower knob;showerhead;shower wall cubby;shower floor;door frame;trashcan;soap dish cubby
00525-iKFn6fzyRqs,2,15,picture;case;toilet paper;towel;towel bar;toilet;rug;toilet brush;plunger;cosmetic;ventilation
00525-iKFn6fzyRqs,3,15,blanket;towel;bed sheet;shoe;rack;clothes;basket;pillow;lamp;bag
00525-iKFn6fzyRqs,4,28,door frame;shower curtain;picture;mirror;lamp;towel;cabinet;countertop;sink;cup;tap;liquid soap;tissue box;soap dish;toilet;candle;toilet paper;toilet brush;bathtub;trashcan;rug;bath wall;ventilation;towel bar
00525-iKFn6fzyRqs,5,24,holy cross;cabinet;candle;bed;blanket;pillow;table;bucket;decoration;lamp;curtain;rack;picture;tv;electrical controller;vase;door frame;ceiling door
00525-iKFn6fzyRqs,6,25,decoration;couch;picture;curtain;cabinet;lamp;case;candle;book;monitor;desk;chair;trashcan;printer;stack of papers;pc tower;door frame;mat;rug
00525-iKFn6fzyRqs,7,25,picture;rail;balustrade;brush;shelf;hanger;vacuum cleaner;washing machine;clothes dryer;bottle of detergent;pipe;blanket;laundry basket;basket of something;fan;door frame;lamp;bag;fire alarm
00525-iKFn6fzyRqs,8,24,door frame;decoration;mirror;curtain;dresser;picture;decorative plate;bed;decorative quilt;pillow;cabinet;closet;tv;electric box;armchair;blanket;rocking chair;candle
00525-iKFn6fzyRqs,9,43,wall clock;ornament;fireplace;candle;fireplace utensil;decoration;picture;table;decorative plant;cabinet;tv;couch;pillow;lamp;tray;case;armchair;pouffe;blanket;stand;countertop;tap;sink;dishwasher;chair;microwave;decorative plate;vase;bottle;stove;coffee machine;kitchen utensil;basket;paper towel;refrigerator;rug;bowl
00525-iKFn6fzyRqs,10,16,picture;armchair;curtain;lamp;couch;table;candle holder;bouquet;decoration;cabinet;candle;pillow
00525-iKFn6fzyRqs,11,14,chair;picture;shelf;decoration;table;candle;lamp;curtain;piano;seat
00525-iKFn6fzyRqs,12,26,picture;door frame;shelf;towel;stand;toilet paper;mirror;lamp;towel bar;cosmetic;cabinet;sink;tap;soap dish;liquid soap;toilet brush;toilet;plunger;tissue box;trashcan;rug;ventilation
00525-iKFn6fzyRqs,13,18,decorative plate;cabinet;lamp;candle;decorative plant;ornament;picture;chair;pillow;fire alarm;rug;stairs;stand
00529-W9YAR9qcuvN,0,22,door frame;armchair;blanket;curtain;table;toy;book;baby changing station;pillow;box;book display;bed;plush toy;lamp;fire alarm;rug
00529-W9YAR9qcuvN,1,7,picture;lamp;fire alarm;attic door
00529-W9YAR9qcuvN,2,6,handrail;ornament;lamp;stairs
00529-W9YAR9qcuvN,3,19,curtain;lamp;alarm clock;tissue box;cabinet;radio;bed;pillow;blanket;dresser;tv;door frame;fire alarm
00529-W9YAR9qcuvN,4,17,towel;ventilation;towel bar;bath;curtain;mirror;picture;toilet;trashcan;cabinet;sink;toilet paper;towel ring
00529-W9YAR9qcuvN,5,19,door frame;towel;towel bar;picture;bath;curtain;mirror;cabinet;toilet paper;sink;trashcan;toilet;towel ring;ventilation;lamp
00529-W9YAR9qcuvN,6,12,door frame;ornament;cabinet;bed;lamp;fire alarm;pillow
00529-W9YAR9qcuvN,7,28,curtain rod;curtain;tv;cabinet;basket;sliding glass door;mirror;water dispenser;ornament;lamp;table;cup;l-shaped sofa;pillow;blanket;picture;control panel;chair;tray;flower;box;rug;kitchen counter;washing machine
00529-W9YAR9qcuvN,8,19,kitchen counter;sink;tap;soap dish;paper towel;coffee machine;washing machine;cabinet;stove;towel;microwave;refrigerator;mixer;lamp;knife holder
00529-W9YAR9qcuvN,9,8,hanger;rug;lamp;fire alarm
00529-W9YAR9qcuvN,10,21,door frame;ventilation;lamp;mirror;towel;towel ring;cabinet;sink;tap;soap dispenser;picture;towel bar;toilet paper;trashcan;decoration;toilet;rug
00534-DBBESbk4Y3k,0,8,ceiling lamp;window curtain;fuse box
00534-DBBESbk4Y3k,1,9,ceiling lamp;column;table;door frame;dressing table
00534-DBBESbk4Y3k,2,5,door frame;shelf
00534-DBBESbk4Y3k,3,11,ceiling vent;rug;sink cabinet;toilet;shower curtain;bathtub;shower wall
00534-DBBESbk4Y3k,4,5,ceiling lamp;stairs railing;stairs
00534-DBBESbk4Y3k,5,5,stairs railing;stairs
00534-DBBESbk4Y3k,6,15,painting;painting frame;door frame;door window;mirror;table;stairs railing;stairs;banister
00534-DBBESbk4Y3k,7,6,frame
00534-DBBESbk4Y3k,8,6,window glass;door frame
00534-DBBESbk4Y3k,9,19,ceiling lamp;stool;kitchen cabinet;kitchen top;kitchen lower cabinet;shelf;microwave;sink;faucet;knife holder;door frame;cabinet;refrigerator;oven and stove;dishwasher
00534-DBBESbk4Y3k,10,7,ceiling lamp;door frame
00534-DBBESbk4Y3k,11,37,rug;window glass;door window;door frame;blinds;wall tv;lampshade;side table;picture;lamp shade;pillow;blanket;armchair;coffee table;couch;decoration;fireplace;shelf;shelf clutter;fireplace wall;decorative plant;appliance;rack;cabinet;fruit bowl;fruit;dining chair;plate;dining table;bottle
00534-DBBESbk4Y3k,12,9,toilet paper;toilet;bathroom towel;towel bar;mirror;sink cabinet
00534-DBBESbk4Y3k,13,13,ceiling lamp;washing stuff;washbasin;washing machine and dryer;blinds;bucket;utensil;shelf
00534-DBBESbk4Y3k,14,8,chest;window glass;door frame
00534-DBBESbk4Y3k,15,16,ceiling lamp;ceiling vent;toilet;door frame;bathroom towel;knob;faucet;bathtub;sink cabinet;mirror;showerhead
00534-DBBESbk4Y3k,16,6,ceiling lamp;door frame;chest of drawers
00534-DBBESbk4Y3k,17,13,table lamp;mirror;chest of drawers;bedside lamp;pillow;nightstand;bed
00534-DBBESbk4Y3k,18,12,pillow;window glass;door frame;bed;bed comforter;bedside lamp;nightstand
00534-DBBESbk4Y3k,19,23,ceiling lamp;window glass;pillow;lampshade;table lamp;appliance;chest of drawers;mirror;mirror frame;bedside lamp;dressing table;side table;nightstand;bed;door frame;blanket;armchair
00534-DBBESbk4Y3k,20,18,ceiling lamp;bathroom towel;towel bar;window glass;shower knob;faucet;shower floor;shower cabin;toilet paper;toilet;bath wall;bathtub;mirror frame
00534-DBBESbk4Y3k,21,4,bathroom towel
00534-DBBESbk4Y3k,22,3,bathroom towel
00537-oahi4u45xMf,0,27,couch;table;cabinet;tv;chandelier;crib;toy;rack;box;curtain;fireplace wall;step;fireplace;shelf;decoration;door frame;curtain rod;bowl;lamp stand;basket of something;appliance;clothes
00537-oahi4u45xMf,1,43,step;door frame;decoration;rack;refrigerator;cabinet;kitchen lower cabinet;kitchen cabinet;oven;microwave;kitchen extractor;kitchen counter;curtain;shelf;bag;stairs;staircase handrail;trashcan;broom;cardboard box;mat;calendar;box;fire extinguisher;vacuum cleaner;hat;appliance;wall lamp;umbrella;can;ceiling lamp;kitchen decoration;dishwasher;toaster;kitchen appliance;sink;kitchen countertop item
00537-oahi4u45xMf,2,17,curtain;door frame;chair;table;picture;decoration;rug;fire alarm;chandelier;shelf;appliance
00537-oahi4u45xMf,3,12,curtain;couch;door frame;tv;display cabinet;crib
00537-oahi4u45xMf,4,10,ceiling lamp;door frame;mirror;stairs railing;stairs;step
00537-oahi4u45xMf,5,11,wall lamp;door frame;parapet;cardboard box;crib
00537-oahi4u45xMf,6,8,ceiling duct;door frame;fire alarm;ceiling lamp
00537-oahi4u45xMf,7,16,table;shelf;picture;book;toy;wall lamp;lamp;dresser;flowerpot;curtain;bed
00537-oahi4u45xMf,8,13,appliance;door frame;wall lamp;tv;dresser;bed;blinds
00537-oahi4u45xMf,9,23,door frame;hat;curtain;curtain rod;shelf;air conditioning;wall lamp;rack;decoration;tv;chair;bed;table;toy;bag;appliance;can;basket of something
00537-oahi4u45xMf,10,18,ceiling lamp;mirror;wall lamp;toilet;hanger;bathroom cabinet;sink;tap;bathroom accessory;shower curtain;bathtub;toilet brush
00538-3CBBjsNkhqW,0,19,ceiling fan;lamp;ventilation;picture;blanket;pillow;bed;vase;cabinet;mirror;chair;door frame;wardrobe;bed table
00538-3CBBjsNkhqW,1,6,lamp;door frame
00538-3CBBjsNkhqW,2,27,lamp;bathroom towel;shower curtain bar;picture;towel;bathroom art;hanger;box of tissues;paper towel;trash can;bathroom accessory;showerhead;shower dial;shower tap;bathtub;shower curtain;bath sink;bathroom cabinet;toilet;mirror;ventilation;cup;tap
00538-3CBBjsNkhqW,3,46,ceiling fan;lamp;appliance;picture;column;pouffe;curtain;gym equipment;rug;workout bike;trashcan;globe;device;telephone;speaker;desk chair;monitor;shelf;desk;cabinet;pillow;sofa chair;flower;flowerpot;table;couch;chair;tv;door frame;mirror;decoration;clutter;fireplace;folding chair;storage box;book;toy;wall cabinet;window shutter;display cabinet;ventilation
00538-3CBBjsNkhqW,4,13,lamp;bed;lamp stand;plush toy;container;picture;holy cross
00538-3CBBjsNkhqW,5,33,lamp;pipe;ventilation;handle;cardboard box;clutter;container;chair;case;gym equipment;toy;bag;rack;basket;rug;teapot;cabinet;can;storage cabinet;storage box;device;book;bookshelf;wine rack;picture;box;column;basket of something
00538-3CBBjsNkhqW,6,30,cart;tray;cabinet;board;appliance;clutter;cardboard box;container;rack;box;stand;bag;table;chair;case;clothes;trashcan;rug;column;pipe;furnace;hanger;basket of something;duct;lamp
00538-3CBBjsNkhqW,7,5,lamp;stairs railing;stairs
00538-3CBBjsNkhqW,8,23,ceiling fixture;lamp;picture;tv;stairs railing;couch;door frame;armchair;newspaper;box;table;vase;tray;flowerpot;flower;cabinet table;cabinet;rug
00538-3CBBjsNkhqW,9,38,ceiling fan;lamp;refrigerator;kitchen cabinet;kitchen lower cabinet;oven;door frame;tap;sink;kitchen island;plate;chair;coffee machine;telephone;bowl of fruit;kitchen handle;tray;stove;kitchen top;kitchen wall;flowerpot;flower;vase;picture;cabinet;mirror;rug;table;decoration;door/window frame;door/window
00538-3CBBjsNkhqW,10,25,ceiling fan;lamp;ventilation;tv;picture;trashcan;cabinet;telephone;device;armchair;basket of something;flower;flowerpot;dresser;small table/stand;door frame;pillow;bed
00538-3CBBjsNkhqW,11,16,lamp;door frame;device;bath towel;hanger;shower door;bathroom cabinet;sink;mirror;tap
00538-3CBBjsNkhqW,12,11,picture;toilet paper;toilet brush holder;lamp;mirror;toilet;toilet paper dispenser
00538-3CBBjsNkhqW,13,10,shower seat;shower soap shelf;shower ceiling;lamp;shower floor;shower wall;shower hose/head;shower dial
00538-3CBBjsNkhqW,14,16,ceiling door;lamp;chair;clothes;hanger;container;storage cabinet;storage bin;shoe;shelf;cardboard box
00538-3CBBjsNkhqW,15,21,lamp;ceiling fixture;picture;clock;ornament;piano bench;piano;door frame;plant;display cabinet;ventilation;chair;clutter;table;table cloth
00538-3CBBjsNkhqW,16,13,lamp;picture;device;door frame;rug;container;seat;shelf / cabinet
00538-3CBBjsNkhqW,17,15,lamp;towel;soap dispenser;tap;sink;shelf;washing machine;picture;clutter;washing powder
00538-3CBBjsNkhqW,18,13,lamp;door frame;flower;flowerpot;decoration;mirror;table;rug
00538-3CBBjsNkhqW,19,7,lamp;door frame;ventilation
00538-3CBBjsNkhqW,20,17,ceiling fan;lamp;door frame;ornament;decoration;mirror;device;desk;desk chair;bed;ventilation
00538-3CBBjsNkhqW,21,26,ceiling fan;lamp;door frame;sofa chair;picture;cardboard box;file cabinet;stack of papers;book;office chair;clutter;pillow;l-shaped sofa;device;dresser;desk;ventilation;holy cross;calendar
00538-3CBBjsNkhqW,22,25,lamp;ventilation;picture;hanger;bath towel;shower curtain rod;shower curtain;shower soap shelf;shower tap;shower dial;shower hose/head;bathtub;toilet brush;toilet paper dispenser;toilet paper;trash can;toilet;tap;sink;bath cabinet;mirror
00539-zUG6FL9TYeR,1,14,carpet;bed;pillow;cabinet;lamp;painting;door frame;ceiling fan;smoke alarm
00539-zUG6FL9TYeR,2,21,device;shower wall;shower-bath cabinet;shower floor;shower ceiling;lamp;shower handle;toilet;trashcan;mirror;liquid soap;basket of something;cabinet;sink;ceiling vent;toilet brush
00539-zUG6FL9TYeR,3,5,Only contains ignored tags : floor;unknown;wall;ceiling;door
00539-zUG6FL9TYeR,4,23,door frame;decoration;cabinet;sofa;table;couch;armchair;support beam;furnace;sink;lamp;device;stairs;stairs railing;carpet;pillow
00539-zUG6FL9TYeR,5,20,shower tub;shower wall;soap dispenser shelf in shower;shower handle;painting;toilet;shower ceiling;ceiling lamp;cabinet;sink;faucet;soap bottle;mirror;lamp;device
00539-zUG6FL9TYeR,6,18,door frame;carpet;table;lamp;bed;pillow;ceiling fan;device;painting;chair;curtain
00539-zUG6FL9TYeR,7,39,couch;pillow;table;armchair;carpet;painting;lamp;tv;blanket;door frame;doormat;refrigerator;cabinet;ventilation hood;oven and stove;device;chair;bench;support beam;furnace;fire pit;stairs railing;vase;shelf;sink;faucet;bottle of soap;dishwasher;coffee machine;decoration;basket;smoke alarm
00539-zUG6FL9TYeR,8,15,mirror;sink cabinet;sink;faucet;soap bottle;toilet;toilet brush;toilet paper;door frame;ventilation;lamp
00539-zUG6FL9TYeR,9,18,curtain rail;curtain;painting;chair;cabinet;tv;bed;pillow;lamp;ceiling fan;smoke alarm;door frame
00539-zUG6FL9TYeR,10,21,smoke alarm;basket;shower wall;shower floor;shower mat;shower-bath cabinet;shower handle;shower ceiling;shower door frame;ventilation;bathtub;trashcan;toilet;cabinet;mirror
00541-FnDDfrBZPhh,1,30,smoke detector;ceiling fan lamp;door frame;cabinet;hoverboard;pillow;backpack;bag;case;cloth;shelf;hanger;clothes;hanging clothes;board;bed;shades;shade rail;vent;plush toy;toy;hammock;note
00541-FnDDfrBZPhh,2,21,smoke detector;ceiling fan lamp;bag;bags;hanging clothes;shade;flower vase;cabinet;baseball cap;tv;clothes;slippers;pillow;nightstand;bed;door frame
00541-FnDDfrBZPhh,3,27,smoke detector;ceiling fan lamp;shade;cabinet;picture;door frame;pillow;cloth;bed;frame;shelf;hanger;wardrobe;hanging clothes;bag;clothes;ventilation;light switch;shade rail;crayon;charger;vent
00541-FnDDfrBZPhh,4,28,picture;towel;scale;brush;toilet paper;toilet brush;toilet;bathtub;shower curtain;cup;tap;bottle of soap;bottle;toiletry bag;can;mirror;sink;cabinet;lamp;towel bar;vent;ventilation;rail
00541-FnDDfrBZPhh,5,10,attic hatch;lamp;smoke detector;wall panel;wifi router;box;door frame
00541-FnDDfrBZPhh,6,29,pillow;shade;sofa;dog toy;dog bed;laptop;remote control;notebook;coaster;box;table;console pad;console pad charger;console;tv;soundbar;tv stand;blanket;basket;lamp;hanger;keys;shade rail;pen;vent
00541-FnDDfrBZPhh,7,29,lamp;stuffed animal;decor;coat;clothes;door frame;rug;stairs;shelf;handrail;railing;board;shoe;roll;bag;bucket;vacuum cleaner;container;hanger;box;strongbox;jacket;hanging clothes;vent
00541-FnDDfrBZPhh,8,59,lamp;ceiling fan lamp;door frame;shade;box;cabinet;paper towel;calendar;board;kitchen towel;stove;knife stand;toaster;can;bag;bags;microwave;coffee maker;food processor;jar;boxes;glass;bottle of wine;shelf;bottle of detergent;pot;frying pan;dishes;tap;bottle;cooker hood;trashcan;kitchenware;shelving;refrigerator;sink;worktop;monitor;keyboard;mouse;printer;case;book;pc tower;ball chair;desk;pen;leaflets;vent;document;notebook;shade rail
00541-FnDDfrBZPhh,9,11,lamp;cabinet;pillow;blanket;bed
00541-FnDDfrBZPhh,10,18,showerhead;shelf;toilet paper;toilet;mirror;sink;tap;cabinet;lamp;shower knob;shower shelf;shower frame;shower tray;hanger
00541-FnDDfrBZPhh,11,27,air duct;pipe;lamp;hanging clothes;roll;cables;box;bucket;rug;freezer;beam;bag;drawers;basket;air heater;container;sleeping bag;trampoline;folded table;cardboard;highchair;canvas;table
